x,y
210.30249881744385,106.81742143630981
213.1188497543335,101.53977918624878
216.15767860412598,96.38666009902954
219.38712310791016,91.3507866859436
222.81044387817383,86.44471168518066
226.43703842163086,81.68706274032593
230.2845115661621,77.10634851455688
234.37867546081543,72.7450623512268
238.74559020996094,68.65745377540588
243.4181842803955,64.92402458190918
248.42621231079102,61.65608811378479
253.7848243713379,59.005436420440674
259.4699935913086,57.16279983520508
265.3865795135498,56.335915327072144
271.35069847106934,56.66076159477234
277.13995933532715,58.13430738449097
282.58205795288086,60.6034836769104
287.598913192749,63.8546986579895
292.190128326416,67.68601441383362
296.39173126220703,71.94241237640381
300.25140380859375,76.51208019256592
303.8146457672119,81.31694602966309
307.12254333496094,86.30138731002808
310.20891761779785,91.42610931396484
313.10277938842773,96.66207647323608
315.82716369628906,101.9883303642273
318.4007167816162,107.3891134262085
320.818058013916,112.86141920089722
323.0370349884033,118.41708755493164
325.0513000488281,124.0502233505249
326.8540344238281,129.75454711914062
328.4441719055176,135.52171516418457
329.81702613830566,141.34447479248047
330.97135734558105,147.21448230743408
331.9087028503418,153.123046875
332.62623596191406,159.0622959136963
333.1295356750488,165.0235013961792
333.4190979003906,170.99895191192627
333.50069999694824,176.98086166381836
333.37682151794434,182.96208953857422
333.05554580688477,188.93594074249268
332.54071617126465,194.89625358581543
331.838903427124,200.83746147155762
330.9577445983887,206.75471687316895
329.90383529663086,212.6437177658081
328.68404388427734,218.50057125091553
327.30538749694824,224.3221035003662
325.77503204345703,230.1056613922119
324.10011863708496,235.84900093078613
322.2850856781006,241.54974174499512
320.33873558044434,247.20686721801758
318.2672920227051,252.81945991516113
316.0748462677002,258.38590812683105
313.76901054382324,263.90638542175293
311.35486793518066,269.3803462982178
308.8359889984131,274.8069477081299
306.21914291381836,280.1869583129883
303.5086441040039,285.52045249938965
300.70870780944824,290.80750465393066
297.82335090637207,296.0484867095947
294.8565902709961,301.24379539489746
291.81226921081543,306.39397621154785
288.6940574645996,311.4998474121094
285.50559997558594,316.5621528625488
282.2504425048828,321.5818347930908
278.9296016693115,326.5582733154297
275.5482597351074,331.4937992095947
272.10954093933105,336.38952827453613
268.6138916015625,341.244815826416
265.06746101379395,346.0631580352783
261.469877243042,350.8433895111084
257.82684326171875,355.5890312194824
254.14145851135254,360.3019676208496
250.41607856750488,364.9832649230957
246.65732383728027,369.63780784606934
242.87213706970215,374.27105140686035
239.07182502746582,378.89177322387695
235.24756050109863,383.4917411804199
231.2260971069336,387.92138862609863
227.20470809936523,392.35096168518066
223.18320751190186,396.7806587219238
219.16174411773682,401.2102813720703
215.14023113250732,405.6400032043457
211.11875534057617,410.0696506500244
207.09730434417725,414.4992980957031
203.07585334777832,418.9289207458496
199.0544147491455,423.3585433959961
195.03293895721436,427.78821563720703
191.01148796081543,432.2178382873535
186.99001216888428,436.64751052856445
182.96857357025146,441.07713317871094
178.947172164917,445.50670623779297
174.92573356628418,449.93632888793945
170.9042205810547,454.3660011291504
166.882794380188,458.7956237792969
162.86131858825684,463.2252960205078
158.8398551940918,467.6549186706543
154.81840419769287,472.0845413208008
150.79695320129395,476.5142135620117
146.77553939819336,480.94378662109375
142.81709384918213,485.4273147583008
139.2613649368286,490.2378959655762
135.92317962646484,495.2023582458496
132.7761926651001,500.2902030944824
129.8128538131714,505.487247467041
127.03572940826416,510.78600311279297
124.44729900360107,516.1795272827148
122.05684852600098,521.6635551452637
119.87087440490723,527.232234954834
117.89897871017456,532.8802604675293
116.15432786941528,538.6025238037109
114.6459412574768,544.3915367126465
113.3857889175415,550.2396621704102
112.38561153411865,556.1376762390137
111.65652990341187,562.0753135681152
111.2090573310852,568.0408210754395
111.05435180664062,574.0210075378418
111.19739103317261,580.0014915466309
111.64386558532715,585.9668998718262
112.39921188354492,591.901065826416
113.46003913879395,597.7883682250977
114.82750654220581,603.6120452880859
116.49305963516235,609.3576164245605
118.44968748092651,615.0107498168945
120.68784999847412,620.5584526062012
123.19338893890381,625.9907073974609
125.95287132263184,631.2983894348145
128.9517421722412,636.4746551513672
132.1582384109497,641.5253067016602
135.50414752960205,646.4847106933594
138.99043655395508,651.3464202880859
142.62360191345215,656.0994758605957
146.4112434387207,660.7301902770996
150.3591136932373,665.225025177002
154.47362232208252,669.567813873291
158.75881099700928,673.7420921325684
163.2187213897705,677.7292633056641
167.85490322113037,681.5097885131836
172.66640186309814,685.0644264221191
177.65144443511963,688.371208190918
182.80214595794678,691.4135704040527
188.11027431488037,694.1717758178711
193.56225395202637,696.6339721679688
199.1432695388794,698.787166595459
204.83557987213135,700.6261024475098
210.61986923217773,702.1515731811523
216.47790050506592,703.3639259338379
222.389986038208,704.2766990661621
228.33952522277832,704.9018936157227
234.31138038635254,705.2570152282715
240.29290580749512,705.3629913330078
246.2739601135254,705.2439231872559
252.24799728393555,704.9257469177246
258.2103805541992,704.4355392456055
264.1596221923828,703.8037490844727
270.0959701538086,703.0601806640625
276.0223503112793,702.2417297363281
281.94409370422363,701.3893585205078
287.82485008239746,700.2978096008301
293.6005973815918,698.7431297302246
299.22419929504395,696.7070198059082
304.64556884765625,694.1815452575684
309.8133544921875,691.1713180541992
314.6832218170166,687.6996955871582
319.2191677093506,683.8016395568848
323.39664459228516,679.5217323303223
327.2047424316406,674.9095153808594
330.6446762084961,670.0162162780762
333.72333908081055,664.8876571655273
336.4589309692383,659.5679740905762
338.8711643218994,654.0940132141113
340.97918128967285,648.4955787658691
342.80757904052734,642.7997970581055
344.37649154663086,637.0268516540527
345.7062015533447,631.1940994262695
346.8155040740967,625.315128326416
347.7202434539795,619.4014930725098
348.43656158447266,613.461971282959
348.97891426086426,607.504150390625
349.3599224090576,601.5334854125977
349.59109115600586,595.5550842285156
349.51640701293945,589.5747985839844
348.8859806060791,583.6277389526367
347.6441707611084,577.7781257629395
345.756685256958,572.1044616699219
343.22082138061523,566.6898612976074
340.06680488586426,561.6098518371582
336.35436820983887,556.922306060791
332.1615676879883,552.6584663391113
327.5709476470947,548.8255233764648
322.66041564941406,545.4108810424805
317.497465133667,542.3903884887695
312.1361503601074,539.7379608154297
306.6209545135498,537.4214630126953
300.9847812652588,535.4162979125977
295.25552558898926,533.6951904296875
289.4530487060547,532.2400398254395
283.59292221069336,531.0369110107422
277.6878414154053,530.0787620544434
271.74725341796875,529.3733291625977
265.8104839324951,529.4196472167969
259.94182777404785,530.5825080871582
254.07314682006836,531.745418548584
248.2068214416504,532.9163131713867
242.591402053833,534.9802932739258
237.02787971496582,537.1549606323242
231.99552726745605,540.3880500793457
227.18075561523438,543.9377288818359
222.59752464294434,547.7814331054688
218.29118537902832,551.9327011108398
214.33622360229492,556.4191055297852
210.8376235961914,561.2685661315918
207.94340229034424,566.4996795654297
205.84524154663086,572.0954360961914
204.5592336654663,577.9367179870605
203.20383548736572,583.7636184692383
201.72712516784668,589.5612602233887
200.3966464996338,595.3931198120117
199.6924409866333,601.3288726806641
199.9386854171753,607.3002319335938
200.9979009628296,613.1852531433105
202.57934761047363,618.9538345336914
204.47706127166748,624.6271514892578
206.65179061889648,630.1991539001465
209.29324626922607,635.5652046203613
212.37379360198975,640.6920280456543
215.84474658966064,645.5632095336914
219.66043186187744,650.1695747375488
223.78079223632812,654.5058174133301
228.17359352111816,658.5661849975586
232.81373023986816,662.3412055969238
237.69376373291016,665.799934387207
236.6774444580078,666.4197731018066
230.9273853302002,664.7696800231934
225.2609739303589,662.8514976501465
219.68417358398438,660.6866493225098
214.20789432525635,658.279052734375
208.84655475616455,655.6253852844238
203.61756134033203,652.7194480895996
198.54272174835205,649.5519676208496
193.6472282409668,646.1145133972168
188.96035194396973,642.3976631164551
184.5142526626587,638.3959617614746
180.3452434539795,634.1068305969238
176.49377822875977,629.5304679870605
172.99526500701904,624.6787757873535
169.8894510269165,619.5672760009766
167.20621490478516,614.2217063903809
164.96829414367676,608.6750946044922
163.18807411193848,602.9651794433594
161.86734008789062,597.1313858032227
160.99705410003662,591.2137336730957
160.55713176727295,585.2484741210938
160.52296352386475,579.2667503356934
160.86620807647705,573.2949447631836
161.5551643371582,567.3526954650879
162.5601396560669,561.4555740356445
163.85022640228271,555.614143371582
165.3973684310913,549.8352470397949
167.19540405273438,544.1294975280762
169.25792121887207,538.5141525268555
171.59328842163086,533.0066680908203
174.2096881866455,527.6272277832031
177.11423683166504,522.3978004455566
180.30907917022705,517.3404541015625
183.79234313964844,512.4770088195801
187.55885887145996,507.82983016967773
191.599365234375,503.4189033508301
195.90059661865234,499.26173400878906
200.44607639312744,495.3731994628906
205.21660041809082,491.76440811157227
210.19077014923096,488.441707611084
215.34628200531006,485.4081230163574
220.6619110107422,482.6643981933594
226.1165065765381,480.2085990905762
231.6897487640381,478.0351219177246
237.36291694641113,476.1375198364258
243.12006759643555,474.5115776062012
248.9453067779541,473.1494598388672
254.82474899291992,472.0460090637207
260.7463188171387,471.1982002258301
266.6996021270752,470.607421875
272.6732425689697,470.28393936157227
278.6551399230957,470.2647476196289
284.59538078308105,470.917911529541
290.4798812866211,471.99388885498047
296.31895637512207,473.29719161987305
302.105712890625,474.8141326904297
307.8313732147217,476.5472412109375
313.4838123321533,478.506534576416
319.04820251464844,480.7036666870117
324.50515365600586,483.1549530029297
329.829647064209,485.88206481933594
334.99222564697266,488.90404510498047
339.9536876678467,492.2450942993164
344.66855812072754,495.92613983154297
349.0788154602051,499.9660758972168
353.121057510376,504.3736801147461
356.8222370147705,509.0737724304199
360.5303840637207,513.7682609558105
364.2612190246582,518.4450950622559
367.9674320220947,523.1420135498047
371.5792484283447,527.9115829467773
374.9960231781006,532.8217430114746
378.0971260070801,537.9364166259766
380.75619888305664,543.2937889099121
382.88742446899414,548.8812141418457
384.4804878234863,554.6456298828125
385.58445930480957,560.5244522094727
386.28061866760254,566.4652633666992
386.6505432128906,572.4355812072754
386.7644786834717,578.4166603088379
386.6767768859863,584.3989791870117
386.4311275482178,590.3764877319336
386.0549793243408,596.3471031188965
385.4588203430176,602.2995681762695
384.5995063781738,608.2197494506836
383.48569107055664,614.097282409668
382.126895904541,619.9234886169434
380.53152656555176,625.6891441345215
378.7111625671387,631.3878021240234
376.6763172149658,637.0133628845215
374.43487548828125,642.5602226257324
371.9961853027344,648.0232734680176
369.36897468566895,653.3976554870605
366.5590705871582,658.679500579834
363.57217597961426,663.8630561828613
360.41235733032227,668.9429664611816
357.07720947265625,673.9100074768066
353.561128616333,678.7498970031738
349.831880569458,683.426929473877
346.00382232666016,688.0185165405273
341.7092113494873,692.1809921264648
337.10815238952637,696.0035209655762
332.28465270996094,699.5407028198242
327.2873363494873,702.8294334411621
322.14895820617676,705.8926734924316
316.89384269714355,708.7517471313477
311.5403881072998,711.4230690002441
306.1045627593994,713.9208717346191
300.59715270996094,716.2567100524902
295.0276794433594,718.4416427612305
289.4048709869385,720.4857368469238
283.73628997802734,722.3986625671387
278.0269203186035,724.1848831176758
272.2428913116455,725.7078742980957
266.3502826690674,726.7338638305664
260.39670181274414,727.3097648620605
254.4178295135498,727.489086151123
248.4380397796631,727.319881439209
242.4751853942871,726.8417739868164
236.54000282287598,726.0939903259277
230.63948440551758,725.1076240539551
224.77886199951172,723.9077682495117
218.95998287200928,722.5190696716309
213.1838264465332,720.9601745605469
207.4515209197998,719.2475471496582
201.76264476776123,717.3960647583008
196.11735916137695,715.4157943725586
190.51376724243164,713.3195304870605
184.95283603668213,711.1134719848633
179.43263149261475,708.8074378967285
173.95224857330322,706.4072799682617
168.51178646087646,703.9184532165527
163.1106252670288,701.3455200195312
157.74818229675293,698.6921005249023
152.42505264282227,695.9615173339844
147.14124870300293,693.1553573608398
141.89807224273682,690.2741661071777
136.69744491577148,687.3159103393555
131.5452060699463,684.2749862670898
126.49283123016357,681.0797843933105
122.07739162445068,677.0439147949219
117.862802028656,672.7983245849609
113.80778408050537,668.3998947143555
109.90376472473145,663.8671226501465
106.14364004135132,659.213695526123
102.52652359008789,654.4485397338867
99.05244636535645,649.5782508850098
95.72213983535767,644.6078872680664
92.53785419464111,639.543399810791
89.50138092041016,634.3890533447266
86.61477184295654,629.1488151550293
83.88079786300659,623.827693939209
81.30180215835571,618.4299049377441
78.8804440498352,612.9592666625977
76.61888074874878,607.420539855957
74.51922607421875,601.8186836242676
72.58337068557739,596.1583595275879
70.81270623207092,590.4436836242676
69.20881962776184,584.6802597045898
67.77267789840698,578.8729476928711
66.57511568069458,573.0119781494141
65.7600245475769,567.085994720459
65.300048828125,561.121826171875
65.159743309021,555.1414909362793
65.31176781654358,549.1610565185547
65.72547197341919,543.1930694580078
66.37723183631897,537.2465553283691
67.24430990219116,531.3266716003418
68.30701231956482,525.4394683837891
69.54795122146606,519.5868797302246
70.95255923271179,513.771484375
72.50751495361328,507.9942741394043
74.20041131973267,502.2561912536621
76.02390575408936,496.5586242675781
77.96604061126709,490.8991928100586
80.0223217010498,485.2812194824219
82.18338871002197,479.7029685974121
84.44471645355225,474.1633491516113
86.8009181022644,468.66454315185547
89.2488260269165,463.2057075500488
91.78479528427124,457.78689193725586
94.40580701828003,452.40854263305664
97.10975360870361,447.0719985961914
99.89586019515991,441.77770614624023
102.76428174972534,436.52685546875
105.71526622772217,431.3230667114258
108.75209903717041,426.168249130249
111.87878465652466,421.0675849914551
115.10236501693726,416.0275459289551
118.43765544891357,411.0612983703613
121.90794515609741,406.18835639953613
125.56565189361572,401.4542694091797
129.56704330444336,397.01125717163086
134.12001132965088,393.1321201324463
138.57410717010498,389.13763427734375
142.97928142547607,385.0898380279541
147.3594617843628,381.0150890350342
151.72296714782715,376.92194175720215
156.07561206817627,372.81676864624023
160.419020652771,368.70219802856445
164.75480461120605,364.58003997802734
169.08510875701904,360.4510383605957
173.41008186340332,356.31727600097656
177.73102569580078,352.1793975830078
182.04889488220215,348.03804779052734
186.36223888397217,343.89275550842285
190.67284297943115,339.7444877624512
194.98179817199707,335.5943603515625
199.28717041015625,331.43996810913086
203.59117889404297,327.28438568115234
207.89243507385254,323.1264476776123
212.1922903060913,318.9663028717041
216.4901123046875,314.8046703338623
220.78614902496338,310.64085578918457
225.08085918426514,306.47557830810547
229.3735237121582,302.3085403442383
233.6649112701416,298.14016342163086
237.95458793640137,293.969877243042
242.24322319030762,289.7980537414551
246.5293788909912,285.62471771240234
250.81503868103027,281.4496212005615
254.68009185791016,276.92208099365234
258.0358200073242,271.96949577331543
261.39169692993164,267.016637802124
264.7476978302002,262.06363105773926
268.10377311706543,257.1105251312256
271.45955085754395,252.15781593322754
274.2644462585449,246.87706184387207
277.0163040161133,241.56432151794434
279.76778984069824,236.25230026245117
282.51959800720215,230.93968391418457
285.2714309692383,225.62695598602295
287.38768005371094,220.04126644134521
289.36180114746094,214.3938856124878
291.3359718322754,208.74639320373535
293.31024169921875,203.09857845306396
295.28443717956543,197.45104885101318
296.6085681915283,191.63971996307373
297.54983139038086,185.73119258880615
298.49094581604004,179.82347106933594
299.11375999450684,173.88120937347412
299.29776763916016,167.90128326416016
299.3171329498291,161.91906356811523
299.1621856689453,155.9386911392212
298.80386543273926,149.96766662597656
298.1951103210449,144.0162057876587
297.25793838500977,138.10853385925293
295.85733795166016,132.29453945159912
293.7336254119873,126.70842838287354
290.36624336242676,121.7974500656128
285.15209007263184,119.08235168457031
279.29771614074707,119.93348932266235
273.7964057922363,122.28405618667603
268.3754081726074,124.81459522247314
263.0536422729492,127.5470380783081
257.8625736236572,130.52065467834473
252.85692596435547,133.79484272003174
248.1576271057129,137.49191856384277
243.52549934387207,141.2497682571411
239.28558731079102,145.46424007415771
235.51820373535156,150.10913753509521
232.13043975830078,155.0388240814209
229.06459617614746,160.17554092407227
226.2776403427124,165.46869277954102
223.7371768951416,170.88432216644287
221.4155216217041,176.39795589447021
219.2909288406372,181.99037742614746
217.3442440032959,187.64746570587158
215.560453414917,193.35829830169678
213.92563438415527,199.11344051361084
212.46052837371826,204.91294193267822
211.2439479827881,210.77010536193848
210.2707977294922,216.67305374145508
209.53041553497314,222.60912895202637
209.01372623443604,228.56900787353516
208.70962142944336,234.5445327758789
208.6087408065796,240.52583503723145
208.70057106018066,246.50718688964844
208.97854137420654,252.48345565795898
209.43417167663574,258.4484672546387
210.06008529663086,264.3979072570801
210.85072803497314,270.32800674438477
211.80169868469238,276.23477363586426
212.9102325439453,282.11389350891113
214.17603206634521,287.96068000793457
215.60326290130615,293.7707691192627
217.203839302063,299.5353832244873
218.98076152801514,305.2460174560547
220.25719833374023,311.09094429016113
221.53373432159424,316.9363670349121
222.810133934021,322.7811698913574
224.08655834197998,328.6261215209961
225.36305713653564,334.47132110595703
226.63946914672852,340.31622314453125
227.91594314575195,346.1613483428955
229.19244194030762,352.0065231323242
230.4688663482666,357.8514995574951
231.7452163696289,363.6960792541504
233.0216407775879,369.54093170166016
